73, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder, 1700.09, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
13, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 2416.19, 0, 0, 0, Not in universe under 1 year old, 0, 0, Mother only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
13, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, South, Florida, Child <18 never marr not in subfamily, Child under 18 never married, 5204.12, NonMSA to nonMSA, Same county, Same county, No, Yes, 0, Mother only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
1, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 3802.41, 0, 0, 0, Not in universe under 1 year old, 0, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
18, Not in universe, 0, 0, 11th grade, 0, High school, Never married, Not in universe or children, Not in universe, White, Mexican-American, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older, 1332.21, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, Mexico, Mexico, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
37, Private, 35, 24, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Adm support including clerical, White, All other, Male, No, Not in universe, Full-time schedules, 7298, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 2369.65, 0, 0, 0, Not in universe under 1 year old, 0, 2, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, 50000+.
37, Private, 30, 38, High school graduate, 0, Not in universe, Married-civilian spouse present, Communications, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1911.58, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
7, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Northeast, North Carolina, Child <18 never marr not in subfamily, Child under 18 never married, 1490.7, MSA to MSA, Same county, Same county, No, No, 0, Both parents present, Yugoslavia, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
76, Not in universe, 0, 0, High school graduate, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1431.23, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, Italy, Italy, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
4, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, Other, Other Spanish, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 449.1, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Mother only present, 0, 0, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
7, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1505.36, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
38, Private, 43, 2, Bachelors degree(BA AB BS), 0, Not in universe, Married-civilian spouse present, Education, Executive admin and managerial, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, South, Arkansas, Spouse of householder, Spouse of householder, 2099.69, MSA to MSA, Same county, Same county, No, Yes, 3, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
26, Private, 13, 4, Masters degree(MA MS MEng MEd MSW MBA), 0, Not in universe, Never married, Manufacturing-durable goods, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Single, Midwest, Minnesota, Secondary individual, Nonrelative of householder, 1651.5, MSA to MSA, Same county, Same county, No, No, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, 50000+.
21, Private, 36, 27, 5th or 6th grade, 0, Not in universe, Never married, Private household services, Private household services, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Single, South, Utah, Secondary individual, Nonrelative of householder, 1904.25, MSA to MSA, Same county, Same county, No, Yes, 1, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S , 0, Not in universe, 2, 52, 94, - 50000.
1, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1240.31, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
23, Never worked, 0, 0, High school graduate, 0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, New entrant, Unemployed full-time, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr RP of subfamily, Child 18 or older, 3369.08, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
46, Local government, 43, 23, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 516.95, 0, 0, 0, Not in universe under 1 year old, 0, 4, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
7, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1133.3, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
40, Not in universe, 0, 0, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1033.26, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
55, Private, 44, 32, Associates degree-academic program, 791, Not in universe, Married-civilian spouse present, Social services, Other service, White, All other, Female, No, Not in universe, Children or Armed Forces, 0, 0, 2, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1017.11, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 3, Not in universe, Scotland, England, England, Foreign born- Not a citizen of U S , 0, Not in universe, 2, 52, 94, - 50000.
29, Not in universe, 0, 0, High school graduate, 0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older, 1639.55, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
29, Private, 7, 33, High school graduate, 0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Precision production craft & repair, Black, All other, Male, Yes, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 3637.2, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 5, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
55, Self-employed-incorporated, 32, 18, Bachelors degree(BA AB BS), 0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules, 0, 0, 20000, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 1559.39, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, 50000+.
17, Not in universe, 0, 0, 11th grade, 0, High school, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 669.99, 0, 0, 0, Not in universe under 1 year old, 0, 0, Both parents present, India, Cuba, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
